"","iyear","country","attacktype1","weaptype1","gname","nkill","nhours","ndays","hostkidoutcome","suicide"
"374",2017,92,6,5,"Unknown",NA,NA,-99,7,0
"375",2017,92,5,6,"Communist Party of India - Maoist (CPI-Maoist)",0,1,NA,2,0
"376",2017,92,6,5,"Maoists",1,-99,NA,4,0
"377",2017,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,7,2,0
"378",2017,92,6,5,"Maoists",1,-99,NA,4,0
"379",2017,92,6,5,"Lashkar-e-Taiba (LeT)",1,NA,-99,4,0
"380",2017,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"381",2017,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"382",2017,92,6,5,"Maoists",1,-99,NA,4,0
"383",2017,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,7,5,0
"384",2017,92,6,13,"Unknown",0,NA,6,2,0
"385",2017,92,6,5,"Unknown",1,-99,NA,4,0
"386",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,2,4,0
"387",2017,92,4,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"388",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"389",2017,92,6,9,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"390",2017,92,6,5,"Maoists",1,NA,1,4,0
"391",2017,92,6,5,"Maoists",1,NA,-99,6,0
"392",2017,92,6,5,"Maoists",1,-99,NA,4,0
"393",2017,92,6,5,"Unknown",0,-99,NA,3,0
"394",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,4,2,0
"395",2017,92,6,5,"Maoists",1,NA,4,6,0
"396",2017,92,6,5,"Maoists",NA,NA,-99,7,0
"397",2017,92,6,5,"Garo National Liberation Army",NA,NA,-99,7,0
"398",2017,92,6,5,"Garo National Liberation Army",0,NA,17,2,0
"399",2017,92,6,5,"Maoists",NA,NA,-99,7,0
"400",2017,92,6,5,"Maoists",1,-99,NA,4,0
"401",2017,92,6,9,"Maoists",1,-99,NA,4,0
"402",2017,92,6,5,"Hizbul Mujahideen (HM)",1,NA,1,4,0
"403",2017,92,6,13,"All Tripura Tiger Force (ATTF)",0,NA,6,2,0
"404",2017,92,6,5,"Maoists",1,NA,1,4,0
"405",2017,92,6,9,"Maoists",1,-99,NA,4,0
"406",2017,92,6,13,"National Socialist Council of Nagaland-Reformation (NSCN-R)",0,14,NA,2,0
"407",2017,92,6,5,"National Democratic Front of Bodoland (NDFB)",0,NA,11,5,0
"408",2017,92,6,5,"Unknown",0,-99,NA,2,0
"409",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",2,-99,NA,4,0
"410",2017,92,6,5,"Maoists",1,-99,NA,4,0
"411",2017,92,5,5,"People's Liberation Front of India",0,-99,NA,2,0
"412",2017,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,10,2,0
"413",2017,92,6,5,"Maoists",1,-99,NA,4,0
"414",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",2,-99,NA,4,0
"415",2017,92,6,5,"Maoists",1,-99,NA,4,0
"416",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,16,NA,2,0
"417",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"418",2017,92,6,13,"Maoists",0,NA,NA,NA,0
"419",2017,92,6,5,"Manipur Naga People's Army (MNPA)",0,NA,2,5,0
"420",2017,92,5,5,"Unknown",0,-99,NA,2,0
"421",2017,92,6,5,"Zeliangrong United Front",0,14,NA,5,0
"422",2018,92,6,13,"Unknown",0,NA,4,5,0
"423",2018,92,5,5,"Maoists",0,-99,NA,2,0
"424",2018,92,6,13,"Kuki National Front (KNF)",0,NA,7,5,0
"425",2018,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,-99,NA,2,0
"426",2018,92,6,8,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"427",2018,92,6,9,"Maoists",1,-99,NA,4,0
"428",2018,92,6,5,"Maoists",1,1,NA,4,0
"429",2018,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,3,2,0
"430",2018,92,6,13,"Unknown",NA,NA,-99,7,0
"431",2018,92,6,5,"Maoists",1,2,NA,4,0
"432",2018,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,7,0
"433",2018,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"434",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,1,4,0
"435",2018,92,6,9,"Maoists",1,NA,3,4,0
"436",2018,92,6,13,"Kuki National Front (KNF)",0,NA,8,5,0
"437",2018,92,6,5,"Maoists",0,-99,NA,2,0
"438",2018,92,4,13,"Maoists",0,NA,NA,NA,0
"439",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",2,-99,NA,4,0
"440",2018,92,6,5,"Unknown",1,-99,NA,4,0
"441",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"442",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"443",2018,92,6,5,"Maoists",1,-99,NA,4,0
"444",2018,92,6,12,"Communist Party of India - Maoist (CPI-Maoist)",2,-99,NA,4,0
"445",2018,92,6,5,"Maoists",2,-99,NA,4,0
"446",2018,92,6,5,"Lashkar-e-Taiba (LeT)",1,-99,NA,4,0
"447",2018,92,6,5,"Lashkar-e-Taiba (LeT)",1,NA,1,6,0
"448",2018,92,6,8,"Maoists",1,NA,2,4,0
"449",2018,92,6,13,"People's Liberation Front of India",0,NA,23,2,0
"450",2018,92,6,5,"Lashkar-e-Taiba (LeT)",0,-99,NA,2,0
"451",2018,92,4,13,"Unknown",0,NA,NA,NA,0
"452",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,2,2,0
"453",2018,92,6,5,"Naga extremists",0,NA,11,2,0
"454",2018,92,6,9,"Maoists",1,-99,NA,4,0
"455",2018,92,5,5,"Unknown",0,-99,NA,2,0
"456",2018,92,6,5,"Maoists",1,-99,NA,4,0
"457",2018,92,4,13,"Unknown",NA,NA,-99,7,0
"458",2018,92,6,8,"Maoists",0,NA,11,2,0
"459",2018,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"460",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"461",2018,92,6,5,"Lashkar-e-Taiba (LeT)",2,-99,NA,4,0
"462",2018,92,4,8,"Maoists",0,-99,NA,2,0
"463",2018,92,6,5,"Maoists",2,-99,NA,4,0
"464",2018,92,6,5,"Khorasan Chapter of the Islamic State",1,-99,NA,4,0
"465",2018,92,6,9,"Lashkar-e-Taiba (LeT)",1,-99,NA,4,0
"466",2018,92,6,9,"Maoists",1,NA,-99,6,0
"467",2018,92,6,9,"Lashkar-e-Taiba (LeT)",1,-99,NA,4,0
"468",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"469",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,16,NA,6,0
"470",2018,92,6,9,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",1,-99,NA,6,0
"471",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"472",2018,92,6,13,"United Liberation Front of Assam (ULFA)",0,NA,17,2,0
"473",2018,92,6,13,"Unknown",NA,NA,-99,6,0
"474",2018,92,6,13,"Unknown",0,NA,1,2,0
"475",2018,92,6,5,"Unknown",0,-99,NA,2,0
"476",2018,92,6,5,"People's Liberation Front of India",0,3,NA,2,0
"477",2018,92,6,9,"Maoists",1,-99,NA,4,0
"478",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"479",2018,92,6,13,"Pathalgadi Movement",0,NA,3,2,0
"480",2018,92,6,13,"Maoists",1,-99,NA,4,0
"481",2018,92,6,9,"Maoists",1,NA,1,4,0
"482",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"483",2018,92,6,5,"Jharkhand Janmukti Parishad (JJP)",1,-99,NA,5,0
"484",2018,92,6,5,"Maoists",1,NA,-99,6,0
"485",2018,92,6,13,"Maoists",1,NA,1,4,0
"486",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"487",2018,92,6,13,"Maoists",0,NA,1,3,0
"488",2018,92,6,5,"Unknown",0,-99,NA,2,0
"489",2018,92,5,5,"Unknown",0,-99,NA,2,0
"490",2018,92,5,5,"Unknown",0,-99,NA,2,0
"491",2018,92,6,5,"Unknown",1,-99,NA,2,0
"492",2018,92,6,5,"Unknown",0,-99,NA,2,0
"493",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"494",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"495",2018,92,6,9,"Maoists",1,-99,NA,4,0
"496",2018,92,6,5,"Unknown",0,NA,1,2,0
"497",2018,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",2,NA,-99,6,0
"498",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,2,2,0
"499",2018,92,6,5,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"500",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"501",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"502",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"503",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"504",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"505",2018,92,6,13,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"506",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"507",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"508",2018,92,6,5,"Hizbul Mujahideen (HM)",0,NA,1,2,0
"509",2018,92,6,13,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"510",2018,92,6,13,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"511",2018,92,6,13,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"512",2018,92,6,13,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"513",2018,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"514",2018,92,6,9,"Maoists",2,NA,3,4,0
"515",2018,92,6,9,"Maoists",0,-99,NA,2,0
"516",2018,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,2,0
"517",2018,92,5,5,"Jaish-e-Mohammad (JeM)",0,-99,NA,2,0
"518",2018,92,5,5,"Jaish-e-Mohammad (JeM)",3,-99,NA,5,0
"519",2018,92,6,9,"Maoists",1,-99,NA,4,0
"520",2018,92,6,5,"Unknown",1,NA,NA,NA,0
"521",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"522",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"523",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"524",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"525",2018,92,6,5,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"526",2018,92,6,5,"National Socialist Council of Nagaland-Khaplang (NSCN-K)",NA,NA,-99,7,0
"527",2018,92,6,13,"Unknown",0,-99,NA,2,0
"528",2018,92,6,5,"Unknown",1,NA,2,4,0
"529",2018,92,6,13,"United Tribal Liberation Army (UTLA)",NA,NA,-99,7,0
"530",2018,92,6,5,"Lashkar-e-Taiba (LeT)",1,NA,3,4,0
"531",2018,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,1,2,0
"532",2018,92,6,9,"Maoists",1,NA,2,4,0
"533",2018,92,6,9,"Maoists",1,NA,1,4,0
"534",2018,92,6,5,"Jaish-e-Mohammad (JeM)",1,NA,45,4,0
"535",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"536",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"537",2018,92,6,5,"United Liberation Front of Assam (ULFA)",5,-99,NA,6,0
"538",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"539",2018,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,3,6,0
"540",2018,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"541",2018,92,6,5,"Maoists",1,NA,1,4,0
"542",2018,92,5,5,"People's Liberation Front of India",0,-99,NA,2,0
"543",2018,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,4,2,0
"544",2018,92,6,5,"United Liberation Front of Assam (ULFA)",NA,NA,-99,7,0
"545",2018,92,6,5,"Maoists",1,-99,NA,4,0
"546",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"547",2018,92,6,8,"Maoists",1,-99,NA,4,0
"548",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,6,0
"549",2018,92,6,9,"Unknown",0,-99,NA,2,0
"550",2018,92,6,5,"Unknown",0,-99,NA,2,0
"551",2018,92,6,5,"Unknown",0,-99,NA,2,0
"552",2018,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,8,2,0
"553",2018,92,6,5,"United Liberation Front of Assam (ULFA)",NA,NA,-99,7,0
"554",2018,92,6,5,"United Liberation Front of Assam (ULFA)",NA,NA,-99,7,0
"555",2018,92,6,13,"Maoists",1,NA,2,4,0
"556",2018,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,6,0
"557",2018,92,6,13,"Maoists",1,-99,NA,4,0
"558",2018,92,6,5,"People's Liberation Front of India",0,NA,-99,2,0
"559",2018,92,6,5,"Unknown",NA,NA,-99,7,0
"560",2018,92,6,5,"Kuki Tribal Militants",NA,NA,-99,7,0
"561",2018,92,5,5,"Maoists",0,-99,NA,2,0
"562",2018,92,6,5,"Maoists",1,-99,NA,4,0
"563",2018,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,3,5,0
"564",2018,92,6,5,"Maoists",NA,NA,-99,7,0
"565",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"566",2019,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"567",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,6,0
"568",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"569",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"570",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",3,NA,-99,6,0
"571",2019,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,7,6,0
"572",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"573",2019,92,6,13,"Maoists",1,-99,NA,4,0
"574",2019,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"575",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",2,NA,1,4,0
"576",2019,92,6,5,"Maoists",1,-99,NA,4,0
"577",2019,92,6,5,"Maoists",1,-99,NA,4,0
"578",2019,92,6,5,"Maoists",1,-99,NA,4,0
"579",2019,92,5,5,"Maoists",1,-99,NA,5,0
"580",2019,92,6,13,"National Socialist Council of Nagaland-Reformation (NSCN-R)",0,NA,4,2,0
"581",2019,92,6,5,"Khorasan Chapter of the Islamic State",0,NA,NA,NA,0
"582",2019,92,5,5,"Unknown",0,-99,NA,2,0
"583",2019,92,6,5,"Maoists",0,NA,1,2,0
"584",2019,92,5,8,"Maoists",1,-99,NA,4,0
"585",2019,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,1,5,0
"586",2019,92,6,5,"Unknown",1,-99,NA,4,0
"587",2019,92,6,5,"Jaish-e-Mohammad (JeM)",1,-99,NA,4,0
"588",2019,92,5,5,"Lashkar-e-Taiba (LeT)",3,9,NA,6,0
"589",2019,92,6,6,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"590",2019,92,6,5,"Unknown",1,-99,NA,4,0
"591",2019,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",1,-99,NA,6,0
"592",2019,92,6,5,"Arunachal Pradesh Deprived People's Front (APDPF)",0,NA,28,2,0
"593",2019,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,-99,NA,5,0
"594",2019,92,4,13,"Maoists",0,NA,2,2,0
"595",2019,92,6,9,"Maoists",0,8,NA,2,0
"596",2019,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",NA,-99,NA,2,0
"597",2019,92,6,5,"Maoists",1,2,NA,4,0
"598",2019,92,6,5,"Maoists",1,-99,NA,4,0
"599",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"600",2019,92,6,5,"Maoists",1,-99,NA,4,0
"601",2019,92,6,5,"Maoists",1,-99,NA,4,0
"602",2019,92,6,9,"Maoists",2,-99,NA,4,0
"603",2019,92,6,9,"Maoists",0,-99,NA,2,0
"604",2019,92,6,9,"Maoists",2,-99,NA,4,0
"605",2019,92,6,9,"Maoists",1,-99,NA,4,0
"606",2019,92,6,5,"Unknown",1,-99,NA,2,0
"607",2019,92,6,5,"Maoists",1,-99,NA,4,0
"608",2019,92,6,5,"Maoists",0,-99,NA,2,0
"609",2019,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"610",2019,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"611",2019,92,6,5,"Maoists",1,-99,NA,6,0
"612",2019,92,5,5,"Maoists",0,-99,NA,2,0
"613",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,1,NA,4,0
"614",2019,92,6,5,"Pathalgadi Movement",NA,NA,-99,7,0
"615",2019,92,6,5,"Unknown",0,-99,NA,2,0
"616",2019,92,5,5,"Maoists",0,-99,NA,2,0
"617",2019,92,6,5,"Pathalgadi Movement",0,NA,-99,2,0
"618",2019,92,6,13,"Maoists",1,-99,NA,4,0
"619",2019,92,6,5,"Kuki National Front (KNF)",0,NA,1,2,0
"620",2019,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,4,4,0
"621",2019,92,6,13,"Tritiya Prastuti Committee (TPC)",0,NA,9,5,0
"622",2019,92,6,5,"Maoists",2,-99,NA,6,0
"623",2019,92,6,5,"Maoists",1,-99,NA,4,0
"624",2019,92,6,5,"Maoists",2,-99,NA,4,0
"625",2019,92,6,5,"Jaish-e-Mohammad (JeM)",2,NA,7,4,0
"626",2019,92,6,5,"Maoists",1,-99,NA,4,0
"627",2019,92,4,5,"Lashkar-e-Taiba (LeT)",0,-99,NA,2,0
"628",2019,92,5,5,"Hizbul Mujahideen (HM)",0,10,NA,2,0
"629",2019,92,6,9,"Maoists",1,-99,NA,4,0
"630",2019,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"631",2019,92,5,6,"Hizbul Mujahideen (HM)",4,-99,NA,5,0
"632",2019,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,12,2,0
"633",2019,92,6,13,"Maoists",0,NA,1,2,0
"634",2019,92,4,5,"Jaish-e-Mohammad (JeM)",1,-99,NA,4,0
"635",2019,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,6,0
"636",2019,92,6,5,"Maoists",1,-99,NA,6,0
"637",2019,92,6,5,"Jaish-e-Mohammad (JeM)",6,-99,NA,4,0
"638",2019,92,6,9,"Maoists",1,NA,7,4,0
"639",2019,92,6,5,"Maoists",1,NA,15,4,0
"640",2019,92,5,8,"Maoists",0,-99,NA,2,0
"641",2019,92,6,5,"Maoists",1,-99,NA,4,0
"642",2019,92,4,13,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,NA,NA,0
"643",2019,92,6,13,"Maoists",0,-99,NA,2,0
"644",2019,92,6,13,"Maoists",1,NA,-99,6,0
"645",2019,92,6,13,"Maoists",NA,NA,-99,7,0
"646",2019,92,6,9,"Unknown",1,NA,9,4,0
"647",2019,92,6,5,"Maoists",1,-99,NA,4,0
"648",2019,92,6,5,"Maoists",1,-99,NA,4,0
"649",2019,92,6,5,"Maoists",0,-99,NA,2,0
